X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood
-93.30089701,45.00119234,20830894,20-252759,2020/09/30 21:15:11+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Taser,Display,White,Male,44,Other                                                                          ,4,Jordan
-93.24725864,44.96717526,20822337,20-252683,2020/09/30 19:24:10+00,Damage Property-In Progress,Yes,DISCON  ,No,1,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,1,Cedar Riverside
-93.31203689,45.00331268,20821605,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.31203689,45.00331268,20822178,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.31203689,45.00331268,20823394,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.31203689,45.00331268,20824816,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,3,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.31203689,45.00331268,20826451,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.31203689,45.00331268,20829128,20-252411,2020/09/30 13:17:59+00,Dead Person ,Yes,WT      ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,13,Tensed                                                                         ,4,Willard - Hay
-93.25947173,44.9465442,20822379,20-252079,2020/09/30 01:32:16+00,Person with a Gun ,Yes,ROBPAG  ,No,7,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,23,Commission of a Crime                                                          ,3,Powderhorn Park
-93.25947173,44.9465442,20825122,20-252079,2020/09/30 01:32:16+00,Person with a Gun ,Yes,ROBPAG  ,No,3,ARRESTEE                                               ,1,Taser,Red Dot,Black,Male,23,Commission of a Crime                                                          ,3,Powderhorn Park
-93.25947173,44.9465442,20834251,20-252079,2020/09/30 01:32:16+00,Person with a Gun ,Yes,ROBPAG  ,No,4,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,24,Commission of a Crime                                                          ,3,Powderhorn Park
-93.29055501,45.01942161,20823288,20-252056,2020/09/30 00:48:11+00,ShotSpotter Activation ,No,MURDR   ,No,5,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,30,Tensed                                                                         ,4,McKinley
-93.29055501,45.01942161,20833775,20-252056,2020/09/30 00:48:11+00,ShotSpotter Activation ,No,MURDR   ,No,5,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,30,Tensed                                                                         ,4,McKinley
-93.29191389,45.02856634,20833867,20-251952,2020/09/29 21:43:27+00,Domestic Abuse-In Progress ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,44,Other                                                                          ,4,Webber - Camden
-93.27106522,44.9783385,20822045,20-251941,2020/09/29 21:28:54+00,Person with a Weapon ,No,FORCE   ,No,1,INVOLVED                                               ,1,Taser,Red Dot,Native American,Male,50,Other                                                                          ,1,Downtown West
-93.28104017,44.96269614,20822055,20-251923,2020/09/29 21:05:08+00,Assault in Progress ,Yes,DASLT5  ,No,1,SUSPECT                                                ,1,Bodily Force,Joint Lock,White,Male,24,Other                                                                          ,5,Stevens Square - Loring Heights
-93.27488495,44.97606037,20823248,20-251663,2020/09/29 15:30:37+00,Suspicious Person ,No,WEAP    ,No,2,ARRESTEE                                               ,1,Bodily Force,Push Away,Black,Male,17,Fled on Foot                                                                   ,1,Downtown West
-93.21298722,44.9162902,20834495,20-251464,2020/09/29 11:08:36+00,,No,WT      ,No,2,ARRESTEE                                               ,1,Less Lethal,Bean Bag Round,Native American,Male,53,Other                                                                          ,3,Hiawatha
-93.28529706,44.99913277,20821710,20-251413,2020/09/29 10:16:24+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,3,ARRESTEE                                               ,1,Bodily Force,Push Away,Black,Male,31,Commission of a Crime                                                          ,4,Hawthorne
-93.28529706,44.99913277,20825227,20-251413,2020/09/29 10:16:24+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,4,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,31,Tensed                                                                         ,4,Hawthorne
-93.28529706,44.99913277,20827066,20-251413,2020/09/29 10:16:24+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,31,Tensed                                                                         ,4,Hawthorne
-93.28529706,44.99913277,20829543,20-251413,2020/09/29 10:16:24+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,31,Commission of a Crime                                                          ,4,Hawthorne
-93.28529706,44.99913277,20835393,20-251413,2020/09/29 10:16:24+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,31,Tensed                                                                         ,4,Hawthorne
-93.30633274,45.01142459,20825134,20-251311,2020/09/29 06:45:41+00,High Risk Warrant Entry ,No,PFARM   ,No,21,INVOLVED                                               ,3,Improvised Weapon,Other Improvised Weapon,Black,Male,37,Other                                                                          ,4,Jordan
-93.30633274,45.01142459,20829495,20-251311,2020/09/29 06:45:41+00,High Risk Warrant Entry ,No,PFARM   ,No,22,INVOLVED                                               ,1,Improvised Weapon,Other Improvised Weapon,Unknown,Female,25,Other                                                                          ,4,Jordan
-93.21298722,44.9162902,20829127,20-251177,2020/09/28 22:57:48+00,,No,CAMP    ,No,1,INVOLVED                                               ,1,Taser,Red Dot,Native American,Male,53,Other                                                                          ,3,Hiawatha
-93.29251728,44.99071088,20828987,20-251140,2020/09/28 22:16:41+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Unknown,Male,45,Verbal Non-Compliance                                                          ,4,Near - North
-93.2778163,44.96789104,20822283,20-251102,2020/09/28 21:17:00+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,1,Loring Park
-93.2778163,44.96789104,20826007,20-251102,2020/09/28 21:17:00+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,1,Loring Park
-93.2778163,44.96789104,20829000,20-251102,2020/09/28 21:17:00+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,1,Loring Park
-93.28532668,44.98412255,20826152,20-250870,2020/09/28 17:36:55+00,Person with a Gun ,Yes,FORCE   ,No,4,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Other                                                                          ,1,North Loop
-93.28532668,44.98412255,20833880,20-250870,2020/09/28 17:36:55+00,Person with a Gun ,Yes,FORCE   ,No,4,INVOLVED                                               ,1,Bodily Force,Joint Lock,Black,Male,31,Other                                                                          ,1,North Loop
-93.24724647,44.97175231,20826940,20-250416,2020/09/28 03:15:30+00,Unknown Trouble ,Yes,AOA     ,No,2,PERSON IN CRISIS                                       ,1,Taser,Red Dot,Black,Male,26,Other                                                                          ,1,Cedar Riverside
-93.30259717,44.98778115,20823393,20-250347,2020/09/28 00:52:29+00,Suspicious Vehicle ,No,ASLT2   ,No,1,ARRESTEE                                               ,1,Taser,Display,White,Male,33,Fled in a Vehicle                                                              ,4,Near - North
-93.26967792,44.97774511,20821939,20-250320,2020/09/27 23:47:19+00,Unknown Trouble ,Yes,ASLT5   ,No,2,SUBJECT                                                ,2,Bodily Force,Joint Lock,White,Male,39,Other                                                                          ,1,Downtown West
-93.26967792,44.97774511,20833785,20-250320,2020/09/27 23:47:19+00,Unknown Trouble ,Yes,ASLT5   ,No,1,VICTIM                                                 ,1,Taser,Red Dot,Black,Female,33,Other                                                                          ,1,Downtown West
-93.25142107,44.98879644,20825121,20-250291,2020/09/27 23:06:32+00,Unwanted Person ,Yes,POSDPA  ,No,2,Citee                                                  ,1,Taser,Red Dot,Native American,Male,30,Commission of a Crime                                                          ,2,Marcy Holmes
-93.29055501,45.01942161,20826257,20-250123,2020/09/27 18:43:26+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Unknown,Female,24,Tensed                                                                         ,4,McKinley
-93.29055501,45.01942161,20833761,20-250123,2020/09/27 18:43:26+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Unknown,Female,24,Tensed                                                                         ,4,McKinley
-93.26255175,44.96672275,20823287,20-250064,2020/09/27 17:27:11+00,Damage Property-In Progress,Yes,FORCE   ,No,1,SUBJECT                                                ,1,Taser,Display,Black,Female,41,Other                                                                          ,1,Elliot Park
-93.23460561,44.981964,20830787,20-249706,2020/09/27 02:56:44+00,Fight ,Yes,ASLT3   ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Unknown,Male,20,Other                                                                          ,2,Marcy Holmes
-93.27968211,44.94954085,20834096,20-249620,2020/09/27 01:04:58+00,Assault in Progress ,Yes,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,35,Other                                                                          ,5,Whittier
-93.25612122,45.01216796,20826834,20-249513,2020/09/26 23:08:43+00,Suspicious Vehicle ,No,ASLT4   ,No,2,ARRESTEE                                               ,4,Bodily Force,Joint Lock,Black,Female,31,Assaulted Officer                                                              ,2,Holland
-93.30007854,44.95177564,20830892,20-249486,2020/09/26 22:27:46+00,Damage Property-Rpt Only ,No,DAMMV   ,No,1,SUSPECT                                                ,1,Bodily Force,Joint Lock,Black,Male,37,Verbal Non-Compliance                                                          ,5,East Isles
-93.24734023,45.01586846,20822484,20-249348,2020/09/26 19:27:32+00,Emotionally Disturb Person ,Yes,DISCON  ,No,1,INVOLVED                                               ,1,Bodily Force,Joint Lock,White,Male,58,Other                                                                          ,2,Audubon Park
-93.2563838,44.96719291,20828894,20-249223,2020/09/26 16:31:14+00,Person with a Weapon ,Yes,R&C     ,No,4,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,30,Other                                                                          ,1,Elliot Park
-93.31765295,44.93139746,20822044,20-248872,2020/09/26 03:27:54+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Native American,Male,28,Verbal Non-Compliance                                                          ,5,Linden Hills
-93.28799375,44.99249364,20823353,20-248776,2020/09/26 01:13:35+00,Assist Other Agency ,No,AOA     ,No,2,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,26,Fled in a Vehicle                                                              ,4,Near - North
-93.28799375,44.99249364,20826939,20-248776,2020/09/26 01:13:35+00,Assist Other Agency ,No,AOA     ,No,1,SUSPECT                                                ,2,Bodily Force,Joint Lock,Black,Female,29,Fled in a Vehicle                                                              ,4,Near - North
-93.28799375,44.99249364,20832225,20-248776,2020/09/26 01:13:35+00,Assist Other Agency ,No,AOA     ,No,1,SUSPECT                                                ,2,Bodily Force,Takedown,Black,Female,29,Fled in a Vehicle                                                              ,4,Near - North
-93.28799375,44.99249364,20833774,20-248776,2020/09/26 01:13:35+00,Assist Other Agency ,No,AOA     ,No,1,SUSPECT                                                ,2,Bodily Force,Body Weight Pin,Black,Female,29,Fled in a Vehicle                                                              ,4,Near - North
-93.28799375,44.99249364,20833890,20-248776,2020/09/26 01:13:35+00,Assist Other Agency ,No,AOA     ,No,6,SUSPECT                                                ,2,Bodily Force,Body Weight Pin,Black,Female,29,Fled in a Vehicle                                                              ,4,Near - North
-93.3216039,44.94671265,20834333,20-248711,2020/09/25 23:56:27+00,Assault in Progress ,Yes,ASLT5   ,No,2,ARRESTEE                                               ,1,Bodily Force,Push Away,White,Male,36,Tensed                                                                         ,5,West Calhoun
-93.3216039,44.94671265,20835497,20-248711,2020/09/25 23:56:27+00,Assault in Progress ,Yes,ASLT5   ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,36,Commission of a Crime                                                          ,5,West Calhoun
-93.25905282,44.97718506,20834145,20-248686,2020/09/25 23:19:54+00,Theft ,No,BIKETF  ,No,1,SUSPECT                                                ,1,Bodily Force,Joint Lock,White,Female,23,Other                                                                          ,1,Downtown East
-93.28936422,44.94920253,20824493,20-248599,2020/09/25 21:53:29+00,Unknown Trouble ,Yes,SUICDE  ,No,3,REPORTING PARTY                                        ,1,Bodily Force,Joint Lock,White,Male,31,Other                                                                          ,5,Lowry Hill East
-93.27408256,44.95301526,20821604,20-248551,2020/09/25 21:00:54+00,Person with a Weapon ,Yes,MISC    ,No,1,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,47,Other                                                                          ,5,Whittier
-93.29509939,44.95777856,20830633,20-248483,2020/09/25 19:42:05+00,Suspicious Person ,Yes,THEFT   ,No,2,SUSPECT                                                ,1,Bodily Force,Joint Lock,White,Male,30,Tensed                                                                         ,5,Lowry Hill East
-93.29062809,44.95022593,20821709,20-248371,2020/09/25 18:10:46+00,Narcotics ,Yes,NARC    ,No,2,ARRESTEE                                               ,1,Taser,Arcing,Black,Male,28,Fled on Foot                                                                   ,5,Lowry Hill East
-93.29062809,44.95022593,20823247,20-248371,2020/09/25 18:10:46+00,Narcotics ,Yes,NARC    ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,28,Fled on Foot                                                                   ,5,Lowry Hill East
-93.30019605,45.03125705,20821938,20-248281,2020/09/25 16:28:46+00,Emotionally Disturb Person ,Yes,FORCE   ,No,6,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,47,Assaulted Officer                                                              ,4,Webber - Camden
-93.30019605,45.03125705,20823352,20-248281,2020/09/25 16:28:46+00,Emotionally Disturb Person ,Yes,FORCE   ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Black,Male,47,Assaulted Officer                                                              ,4,Webber - Camden
-93.30019605,45.03125705,20824598,20-248281,2020/09/25 16:28:46+00,Emotionally Disturb Person ,Yes,FORCE   ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,47,Other                                                                          ,4,Webber - Camden
-93.30019605,45.03125705,20824883,20-248281,2020/09/25 16:28:46+00,Emotionally Disturb Person ,Yes,FORCE   ,No,1,PERSON IN CRISIS                                       ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,47,Assaulted Officer                                                              ,4,Webber - Camden
-93.30019605,45.03125705,20829648,20-248281,2020/09/25 16:28:46+00,Emotionally Disturb Person ,Yes,FORCE   ,No,6,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Black,Male,47,Assaulted Officer                                                              ,4,Webber - Camden
-93.26339055,44.9731367,20829542,20-247832,2020/09/25 03:43:32+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,49,Tensed                                                                         ,1,Elliot Park
-93.30254475,45.01320778,20828999,20-247402,2020/09/24 18:00:04+00,Recover Vehicle ,No,R&C     ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,18,Commission of a Crime                                                          ,4,Jordan
-93.24523782,44.96267109,20823119,20-247160,2020/09/24 12:20:38+00,Motor Vehicle Chase ,Yes,ASLT2   ,No,3,ARRESTEE                                               ,1,Bodily Force,Push Away,Black,Male,25,Fled on Foot                                                                   ,3,Seward
-93.24523782,44.96267109,20824882,20-247160,2020/09/24 12:20:38+00,Motor Vehicle Chase ,Yes,ASLT2   ,No,2,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,34,Fled in a Vehicle                                                              ,3,Seward
-93.24523782,44.96267109,20826112,20-247160,2020/09/24 12:20:38+00,Motor Vehicle Chase ,Yes,ASLT2   ,No,3,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,25,Fled on Foot                                                                   ,3,Seward
-93.23489843,44.90077555,20823246,20-247084,2020/09/24 10:37:27+00,Unknown Trouble ,No,POVIOL  ,No,2,ARRESTEE                                               ,1,Bodily Force,Push Away,White,Male,32,Other                                                                          ,3,Wenonah
-93.26424527,44.96090846,20821832,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,1,ARRESTEE                                               ,4,Bodily Force,Push Away,White,Male,22,Assaulted Officer                                                              ,3,Phillips West
-93.26424527,44.96090846,20822043,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,6,ARRESTEE                                               ,4,Bodily Force,Body Weight Pin,White,Male,22,Assaulted Officer                                                              ,3,Phillips West
-93.26424527,44.96090846,20822929,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,5,ARRESTEE                                               ,4,Chemical Irritant,Crowd Control Mace,White,Male,22,Assaulted Officer                                                              ,3,Phillips West
-93.26424527,44.96090846,20823013,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,6,ARRESTEE                                               ,4,Bodily Force,Knee,White,Male,22,Assaulted Officer                                                              ,3,Phillips West
-93.26424527,44.96090846,20823351,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,3,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,25,Commission of a Crime                                                          ,3,Phillips West
-93.26424527,44.96090846,20830786,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,24,Commission of a Crime                                                          ,3,Phillips West
-93.26424527,44.96090846,20834250,20-246959,2020/09/24 06:13:06+00,Miscellaneous ,No,ASLT4   ,No,6,ARRESTEE                                               ,4,Chemical Irritant,Personal Mace,White,Male,22,Assaulted Officer                                                              ,3,Phillips West
-93.28803756,44.95643679,20823245,20-246801,2020/09/23 23:47:44+00,,No,FORCE   ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Unknown,Male,28,Other                                                                          ,5,Whittier
-93.28083931,44.96706017,20826938,20-246764,2020/09/23 22:53:22+00,Burglary Business - Report ,Yes,TRSPAS  ,No,4,ARRESTEE                                               ,1,Taser,Display,White,Female,36,Commission of a Crime                                                          ,1,Loring Park
-93.28083931,44.96706017,20834144,20-246764,2020/09/23 22:53:22+00,Burglary Business - Report ,Yes,TRSPAS  ,No,5,Citee                                                  ,1,Taser,Display,Black,Male,33,Commission of a Crime                                                          ,1,Loring Park
-93.29487623,44.99915806,20834389,20-246706,2020/09/23 21:35:55+00,Recover Property ,No,R&C     ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,26,Other                                                                          ,4,Jordan
-93.29411491,44.99828085,20821603,20-246688,2020/09/23 21:21:05+00,Stabbing ,Yes,DASLT2  ,No,3,ARRESTEE                                               ,1,Taser,Display,White,Male,26,Other                                                                          ,4,Near - North
-93.27342211,44.97543284,20833784,20-246553,2020/09/23 19:38:53+00,Assault in Progress ,Yes,ROBPER  ,No,2,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,52,Commission of a Crime                                                          ,1,Downtown West
-93.2563095,44.9474575,20828998,20-246388,2020/09/23 16:10:42+00,Burglary Dwlng In Progress ,No,BURGD   ,No,2,SUSPECT                                                ,1,Bodily Force,Takedown,Unknown,Male,41,Commission of a Crime                                                          ,3,Powderhorn Park
-93.26149774,44.97757901,20824597,20-245819,2020/09/22 22:17:06+00,Overdose-Accidental ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,34,Verbal Non-Compliance                                                          ,1,Downtown West
-93.27529178,44.96458464,20830891,20-245568,2020/09/22 17:44:22+00,Assist EMS Personnel ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,35,Other                                                                          ,5,Stevens Square - Loring Heights
-93.30001458,45.01318779,20821949,20-245448,2020/09/22 15:41:10+00,Personal Injury Accident ,No,ASLT4   ,No,6,ARRESTEE                                               ,1,Bodily Force,Takedown,Native American,Male,28,Fled in a Vehicle                                                              ,4,Folwell
-93.30001458,45.01318779,20834033,20-245448,2020/09/22 15:41:10+00,Personal Injury Accident ,No,ASLT4   ,No,3,ARRESTEE                                               ,1,Bodily Force,Takedown,Native American,Male,28,Tensed                                                                         ,4,Folwell
-93.27781232,44.96471066,20826256,20-245239,2020/09/22 11:50:41+00,Suspected Hazard ,No,MVTAM   ,No,2,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,18,Commission of a Crime                                                          ,5,Stevens Square - Loring Heights
-93.24030033,44.9874564,20832119,20-245238,2020/09/22 11:48:57+00,Check the Welfare ,No,FORCE   ,No,1,INVOLVED                                               ,1,Bodily Force,Joint Lock,Black,Male,32,Verbal Non-Compliance                                                          ,2,Marcy Holmes
-93.31079706,45.0159514,20822177,20-245163,2020/09/22 10:12:06+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,28,Other                                                                          ,4,Cleveland
-93.31079706,45.0159514,20822777,20-245163,2020/09/22 10:12:06+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,28,Tensed                                                                         ,4,Cleveland
-93.31079706,45.0159514,20823051,20-245163,2020/09/22 10:12:06+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,28,Tensed                                                                         ,4,Cleveland
-93.31079706,45.0159514,20833927,20-245163,2020/09/22 10:12:06+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,28,Other                                                                          ,4,Cleveland
-93.2770982,44.97234382,20822823,20-245086,2020/09/22 08:14:53+00,Assault in Progress ,Yes,CIC     ,No,5,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,28,Tensed                                                                         ,1,Loring Park
-93.2770982,44.97234382,20826255,20-245086,2020/09/22 08:14:53+00,Assault in Progress ,Yes,CIC     ,No,6,PERSON IN CRISIS                                       ,1,Taser,Firing Darts,Black,Male,28,Tensed                                                                         ,1,Loring Park
-93.2770982,44.97234382,20826832,20-245086,2020/09/22 08:14:53+00,Assault in Progress ,Yes,CIC     ,No,7,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,28,Tensed                                                                         ,1,Loring Park
-93.2770982,44.97234382,20832224,20-245086,2020/09/22 08:14:53+00,Assault in Progress ,Yes,CIC     ,No,4,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,28,Commission of a Crime                                                          ,1,Loring Park
-93.2770982,44.97234382,20834438,20-245086,2020/09/22 08:14:53+00,Assault in Progress ,Yes,CIC     ,No,6,PERSON IN CRISIS                                       ,1,Bodily Force,Push Away,Black,Male,28,Tensed                                                                         ,1,Loring Park
-93.23339893,44.93863645,20826450,20-245069,2020/09/22 07:52:50+00,Emotionally Disturb Person ,Yes,CIC     ,No,4,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Unknown,Male,50,Other                                                                          ,3,Corcoran
-93.23339893,44.93863645,20834494,20-245069,2020/09/22 07:52:50+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Unknown,Male,50,Tensed                                                                         ,3,Corcoran
-93.21565618,44.91968699,20823286,20-244979,2020/09/22 02:18:05+00,Suspicious Person ,No,SHOPLF  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Asian,Male,33,Fled on Foot                                                                   ,3,Hiawatha
-93.21565618,44.91968699,20824987,20-244979,2020/09/22 02:18:05+00,Suspicious Person ,No,SHOPLF  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Asian,Male,33,Fled on Foot                                                                   ,3,Hiawatha
-93.24734147,45.01266897,20826831,20-244941,2020/09/22 00:31:21+00,Poss Personal Injury Acc ,Yes,MJINMV  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,24,Other                                                                          ,2,Windom Park
-93.2766367,44.94225054,20822378,20-244818,2020/09/21 21:43:43+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,34,Other                                                                          ,5,Lyndale
-93.2766367,44.94225054,20824491,20-244818,2020/09/21 21:43:43+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,2,Bodily Force,Joint Lock,White,Male,34,Other                                                                          ,5,Lyndale
-93.2766367,44.94225054,20830785,20-244818,2020/09/21 21:43:43+00,Emotionally Disturb Person ,Yes,CIC     ,No,5,PERSON IN CRISIS                                       ,2,Bodily Force,Body Weight Pin,White,Male,34,Verbal Non-Compliance                                                          ,5,Lyndale
-93.27342211,44.97543284,20824596,20-244540,2020/09/21 15:34:23+00,Suspicious Person ,No,PCPKUP  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,20,Other                                                                          ,1,Downtown West
-93.28444559,45.00024037,20823391,20-244364,2020/09/21 12:00:26+00,Suspicious Vehicle ,No,LOITER  ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,4,Hawthorne
-93.27351637,44.97743954,20825120,20-244008,2020/09/20 23:31:14+00,Unwanted Person ,Yes,ASLT2   ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,39,Other                                                                          ,1,Downtown West
-93.27351637,44.97743954,20826006,20-244008,2020/09/20 23:31:14+00,Unwanted Person ,Yes,ASLT2   ,No,2,ARRESTEE                                               ,1,Taser,Red Dot,Black,Male,39,Other                                                                          ,1,Downtown West
-93.27351637,44.97743954,20830890,20-244008,2020/09/20 23:31:14+00,Unwanted Person ,Yes,ASLT2   ,No,1,ARRESTEE                                               ,1,Taser,Arcing,Black,Male,39,Commission of a Crime                                                          ,1,Downtown West
-93.27660134,44.95283819,20821937,20-243950,2020/09/20 22:11:44+00,Domestic Abuse-In Progress ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,25,Tensed                                                                         ,5,Whittier
-93.27660134,44.95283819,20822054,20-243950,2020/09/20 22:11:44+00,Domestic Abuse-In Progress ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,White,Male,25,Tensed                                                                         ,5,Whittier
-93.27660134,44.95283819,20822483,20-243950,2020/09/20 22:11:44+00,Domestic Abuse-In Progress ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Taser,Touch,White,Male,25,Tensed                                                                         ,5,Whittier
