reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,policePrecinct,neighborhood
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Five,Stevens Square/Loring Heights
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,White,White,Male,Two,Mid/City Industrial
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Black,Black,Male,Three,Ventura Village
Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,NO,Unknown,Other,Male,Four,Hawthorne
Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,NO,Native American,Native American,Male,Three,Corcoran
Moving Violation,Suspicious Vehicle (P),TAG-Tagged,YES,YES,YES,Unknown,Native American,Male,Three,East Phillips
Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,YES,NO,Native American,Native American,Male,Three,East Phillips
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Unknown,White,Male,Three,Powderhorn Park
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Five,Lyndale
Equipment Violation,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Two,Bottineau
Moving Violation,Traffic Law Enforcement (P),RPT-Report,NO,YES,YES,Unknown,Black,Male,Four,Near/North
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Unknown,White,Female,Five,Whittier
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,White,White,Male,Five,East Isles
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,White,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Female,Five,Whittier
Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,NO,Unknown,Native American,Female,Four,Near/North
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Three,Corcoran
Citizen / 9-1-1,Attempt Pick-Up (P),BKG-Booking,NO,YES,NO,White,White,Male,Four,Webber/Camden
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,White,White,Male,Four,Jordan
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Four,Hawthorne
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Two,Holland
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Black,Black,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Latino,Male,Three,Phillips West
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Unknown,Native American,Male,Three,Ventura Village
Moving Violation,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Jordan
Moving Violation,Traffic Law Enforcement (P),RPT-Report,NO,YES,YES,Unknown,Black,Male,Five,Whittier
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Three,East Phillips
Citizen / 9-1-1,Attempt Pick-Up (P),TRN-Transport,NO,YES,NO,Asian,Asian,Male,One,Downtown West
Investigative,Suspicious Person (P),RPT-Report,YES,YES,NO,White,White,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,White,White,Female,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Other,Male,Four,Willard/Hay
Investigative,Suspicious Person (P),AOK- All OK,NO,YES,NO,Black,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,Unknown,Native American,Female,Three,East Phillips
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Five,Lyndale
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,YES,NO,Unknown,Black,Male,Three,Hale
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,NO,Unknown,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Near/North
Investigative,Suspicious Person (P),TRN-Transport,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Traffic Law Enforcement (P),INF-Information,NO,YES,YES,Unknown,Black,Female,Four,Near/North
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Unknown,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Latino,Male,Two,Windom Park
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,YES,Black,Black,Male,Three,Hiawatha
Investigative,Attempt Pick-Up (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Hawthorne
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,Two,Windom Park
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,Unknown,Black,Male,Four,Willard/Hay
Citizen / 9-1-1,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Unknown,Native American,Male,Two,Marcy Holmes
Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,YES,Unknown,White,Female,Five,Kenwood
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Black,Black,Female,Three,Powderhorn Park
Investigative,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Unknown,Unknown,Unknown,Three,East Phillips
Moving Violation,Traffic Law Enforcement (P),INF-Information,NO,YES,YES,Black,Black,Male,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Folwell
Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,McKinley
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Five,King Field
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,White,White,Female,Three,Central
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,NO,Unknown,Black,Female,Four,Jordan
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Latino,Latino,Female,Two,Holland
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,White,White,Female,Five,Loring Park
Moving Violation,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Hawthorne
Citizen / 9-1-1,Attempt Pick-Up (P),BKG-Booking,NO,YES,NO,Black,Black,Female,Four,Near/North
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),RPT-Report,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Unknown,White,Female,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Black,Black,Female,Four,Near/North
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,White,Male,Two,Holland
Investigative,Suspicious Vehicle (P),TOW-Towed,YES,YES,NO,Unknown,Unknown,Unknown,Three,East Phillips
Moving Violation,Traffic Law Enforcement (P),TOW-Towed,YES,YES,YES,Unknown,Black,Male,Four,Willard/Hay
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Five,Whittier
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Other,Female,Three,Central
Equipment Violation,Traffic Law Enforcement (P),TRN-Transport,NO,YES,YES,Unknown,Unknown,Male,Three,Powderhorn Park
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,North Loop
Investigative,Suspicious Person (P),TRN-Transport,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Five,CARAG
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Cleveland
Investigative,Suspicious Person (P),INF-Information,NO,YES,NO,White,White,Male,Five,Lowry Hill East
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Cedar Riverside
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,NO,Unknown,Black,Male,Four,Folwell
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,White,White,Male,Two,Audubon Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Black,Black,Male,Four,McKinley
Investigative,Traffic Law Enforcement (P),TRN-Transport,NO,YES,NO,Unknown,East African,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Five,Whittier
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Unknown,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,NO,Black,Black,Male,Four,Victory
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,Four,Jordan
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,Four,Near/North
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,One,Loring Park
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,McKinley
Investigative,Traffic Law Enforcement (P),RPT-Report,NO,YES,NO,Black,Black,Male,Three,Central
Investigative,Curfew Violations (P),TRN-Transport,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Elliot Park
Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,YES,NO,Black,Black,Male,Three,Midtown Phillips
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),RPR-Reprimand/Release,NO,YES,NO,Unknown,Native American,Female,Three,Midtown Phillips
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,NO,Unknown,Black,Male,One,Downtown West
Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,NO,Black,Black,Male,Three,Longfellow
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Black,Black,Male,Four,Willard/Hay
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Black,Black,Male,Four,Folwell
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,Hawthorne
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Near/North
Citizen / 9-1-1,Attempt Pick-Up (P),TRN-Transport,NO,YES,NO,White,White,Male,Three,Hiawatha
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,McKinley
Citizen / 9-1-1,Suspicious Person (P),TAG-Tagged,YES,YES,NO,White,White,Male,Three,Longfellow
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Near/North
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Native American,Native American,Male,Two,Como
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Black,Black,Female,Four,Hawthorne
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,YES,NO,White,White,Male,Three,Morris Park
Moving Violation,Suspicious Person (P),TAG-Tagged,YES,YES,YES,Black,Black,Male,Three,Midtown Phillips
Investigative,Suspicious Person (P),TOW-Towed,YES,YES,YES,Native American,Native American,Male,Three,Midtown Phillips
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Near/North
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Hawthorne
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Native American,Native American,Male,Four,McKinley
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Near/North
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Black,Black,Male,Four,Victory
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,White,White,Female,Two,Mid/City Industrial
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Lind - Bohanon
Citizen / 9-1-1,Suspicious Vehicle (P),SNT-Sent,NO,YES,NO,White,White,Male,Four,Victory
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Three,Phillips West
Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,YES,NO,White,White,Male,Five,Lyndale
Citizen / 9-1-1,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Unknown,East African,Male,One,Cedar Riverside
Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,NO,East African,East African,Male,Three,Ventura Village
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Female,Four,Near/North
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Native American,Native American,Female,Three,Longfellow
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Other,Other,Male,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,Lind - Bohanon
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Black,Black,Male,Four,Hawthorne
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Black,Black,Male,Four,Jordan
Citizen / 9-1-1,Suspicious Person (P),INF-Information,NO,YES,NO,Black,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,YES,NO,Unknown,Latino,Male,Three,Ventura Village
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,Four,Jordan
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Jordan
Moving Violation,Suspicious Vehicle (P),TRN-Transport,NO,YES,NO,White,White,Male,Five,East Harriet
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Female,One,Downtown West
Investigative,Suspicious Vehicle (P),AOK- All OK,NO,YES,YES,Unknown,White,Male,Three,East Phillips
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,Five,Lowry Hill East
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Harrison
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Black,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,YES,NO,White,White,Male,Five,Whittier
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,Two,Prospect Park/East River Road
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Two,St. Anthony West
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Black,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,White,White,Male,Three,East Phillips
Investigative,Suspicious Person (P),TRN-Transport,YES,YES,NO,Other,Other,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,YES,White,White,Male,Three,Howe
Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Folwell
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,McKinley
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,White,Male,Four,Folwell
Citizen / 9-1-1,Suspicious Person (P),RPT-Report,NO,YES,NO,Unknown,Black,Male,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Latino,Male,Three,Central
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Native American,Native American,Male,Three,East Phillips
Citizen / 9-1-1,Suspicious Person (P),RPT-Report,NO,YES,NO,Latino,Latino,Male,Three,Powderhorn Park
Investigative,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,Unknown,Native American,Female,Five,Windom
Investigative,Traffic Law Enforcement (P),INF-Information,NO,YES,YES,Black,Black,Female,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Two,Holland
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,White,White,Male,Two,Marcy Holmes
Moving Violation,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,White,White,Male,Two,Marcy Holmes
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),RPR-Reprimand/Release,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Other,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Two,Como
Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Five,King Field
Investigative,Suspicious Vehicle (P),SNT-Sent,NO,YES,YES,Native American,Native American,Male,Two,Como
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Near/North
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,NO,Black,Black,Female,One,Downtown West
Citizen / 9-1-1,Attempt Pick-Up (P),BKG-Booking,NO,YES,NO,Unknown,Unknown,Male,Four,Willard/Hay
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,NO,Black,Black,Female,One,Downtown West
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Latino,Latino,Male,Two,Northeast Park
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Unknown,Black,Male,Three,Wenonah
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Unknown,Male,Three,Ventura Village
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Three,Ventura Village
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,Hawthorne
Citizen / 9-1-1,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,Jordan
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,White,White,Male,Two,Audubon Park
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,One,Loring Park
Equipment Violation,Traffic Law Enforcement (P),RPT-Report,NO,YES,YES,Unknown,Black,Male,Four,Jordan
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,White,White,Female,Two,Logan Park
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,Four,Jordan
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Webber/Camden
Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Four,Jordan
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,Four,Hawthorne
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,White,Female,Four,Hawthorne
Investigative,Traffic Law Enforcement (P),TRN-Transport,NO,YES,NO,Unknown,White,Female,One,Downtown West
Moving Violation,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Unknown,Native American,Male,Two,Sheridan
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Unknown,Black,Female,Three,Central
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Unknown,Black,Male,Three,East Phillips
Investigative,Traffic Law Enforcement (P),SNT-Sent,NO,YES,NO,Unknown,East African,Male,Three,Midtown Phillips
Citizen / 9-1-1,Suspicious Vehicle (P),TRN-Transport,NO,YES,NO,Unknown,Latino,Male,Four,Near/North
Investigative,Suspicious Person (P),RPT-Report,NO,YES,NO,Native American,Native American,Male,Three,Midtown Phillips
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Near/North
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,NO,Native American,Native American,Male,Three,Midtown Phillips
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,Four,Webber/Camden
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,Native American,Female,Three,East Phillips
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,YES,Native American,Native American,Male,Three,East Phillips
Investigative,Attempt Pick-Up (P),RPT-Report,NO,YES,NO,White,White,Female,Four,Victory
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Native American,Native American,Male,Two,Mid/City Industrial
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,Harrison
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Native American,Native American,Male,One,Downtown West
Investigative,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Unknown,Native American,Male,Five,Whittier
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Female,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,One,North Loop
Investigative,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,Unknown,Native American,Female,Two,St. Anthony East
Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,YES,YES,Black,Unknown,Gender Non-Conforming,Four,Webber/Camden
Citizen / 9-1-1,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Citizen / 9-1-1,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Native American,Native American,Female,Three,Midtown Phillips
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Four,Jordan
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Loring Park
Investigative,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Black,Black,Male,Three,East Phillips
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,NO,Native American,Native American,Male,Three,East Phillips
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Unknown,Native American,Female,Three,Powderhorn Park
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,Four,Camden Industrial
Investigative,Suspicious Person (P),BKG-Booking,YES,YES,NO,Black,Black,Female,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,White,White,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),RPT-Report,YES,YES,YES,Black,Black,Male,Two,Logan Park
Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,One,North Loop
Investigative,Suspicious Vehicle (P),BKG-Booking,NO,YES,YES,Black,Black,Male,Four,Hawthorne
Citizen / 9-1-1,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Native American,Native American,Female,Three,Northrop
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,East African,Male,Three,Midtown Phillips
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,NO,Black,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),SNT-Sent,NO,YES,YES,Unknown,Native American,Male,Three,East Phillips
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Five,King Field
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Native American,Male,Three,Seward
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Black,Black,Unknown,Two,Holland
Equipment Violation,Traffic Law Enforcement (P),RPT-Report,NO,YES,YES,Unknown,Native American,Female,Three,East Phillips
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Latino,Latino,Male,Five,Lyndale
Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,Black,Black,Male,Three,Powderhorn Park
Investigative,Suspicious Person (P),ADV-Advised,NO,YES,NO,White,White,Male,Two,Marcy Holmes
Investigative,Suspicious Person (P),RPT-Report,NO,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Four,McKinley
Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,One,Loring Park
Investigative,Attempt Pick-Up (P),BKG-Booking,NO,YES,NO,Black,Black,Male,Five,Lyndale
Moving Violation,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,Three,Powderhorn Park
Investigative,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Black,Black,Male,Four,Webber/Camden
