reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,policePrecinct,neighborhood
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,North Loop
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Lyndale
Equipment Violation,Suspicious Vehicle (P),RPT-Report,YES,NO,NO,White,White,Male,One,Cedar Riverside
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,NO,Black,Black,Female,Five,CARAG
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,King Field
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Two,Audubon Park
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Folwell
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,White,White,Male,Two,Holland
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Two,Holland
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Two,Holland
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Lyndale
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Five,Tangletown
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Investigative,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,White,Black,Male,Two,Waite Park
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Two,Nicollet Island/East Bank
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,King Field
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,Armatage
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,Armatage
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,Lynnhurst
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,St. Anthony West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Audubon Park
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,St. Anthony East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Other,Female,Two,Holland
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Male,Two,St. Anthony West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,St. Anthony West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,CARAG
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,Lowry Hill East
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Holland
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown East
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Native American,Female,Five,Lyndale
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Marcy Holmes
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Two,Nicollet Island/East Bank
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Whittier
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,North Loop
Moving Violation,Suspicious Vehicle (P),TOW-Towed,YES,YES,YES,Unknown,Black,Male,Four,Willard/Hay
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Female,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Asian,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Other,Male,Five,Lowry Hill East
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Two,Nicollet Island/East Bank
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Marshall Terrace
Citizen / 9-1-1,Traffic Law Enforcement (P),ADV-Advised,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Northeast Park
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,YES,NO,NO,Latino,Latino,Female,Two,Holland
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Citizen / 9-1-1,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Female,Four,Folwell
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Whittier
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Four,Bryn - Mawr
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,One,Downtown East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown East
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Five,Whittier
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Hawthorne
Citizen / 9-1-1,Suspicious Vehicle (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Four,Webber/Camden
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown West
Investigative,Suspicious Vehicle (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Female,Five,Lyndale
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Asian,Male,Four,Camden Industrial
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,YES,NO,NO,Unknown,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Five,Stevens Square/Loring Heights
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Other,Male,Five,King Field
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,East African,East African,Male,Three,East Phillips
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Lyndale
Moving Violation,Traffic Law Enforcement (P),ADV-Advised,YES,NO,NO,Unknown,White,Male,Five,Stevens Square/Loring Heights
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Windom Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,North Loop
Investigative,Suspicious Person (P),TAG-Tagged,YES,YES,NO,Black,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,North Loop
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Jordan
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Four,Willard/Hay
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Four,Near/North
Investigative,Suspicious Person (P),RPT-Report,YES,YES,NO,Black,Black,Male,One,Downtown West
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,CARAG
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Female,One,Cedar Riverside
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,Lyndale
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Two,St. Anthony West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Other,Female,Four,Jordan
Investigative,Suspicious Vehicle (P),BKG-Booking,YES,YES,YES,Unknown,Black,Male,Four,Willard/Hay
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Four,Near/North
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Northeast Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Nicollet Island/East Bank
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Four,Sumner/Glenwood
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Four,Sumner/Glenwood
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Four,Near/North
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Two,Prospect Park/East River Road
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Five,Lowry Hill East
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Shingle Creek
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Two,Northeast Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Jordan
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Marcy Holmes
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,Two,Audubon Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Female,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Two,Audubon Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Logan Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Three,Powderhorn Park
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Audubon Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Cleveland
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Folwell
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Five,Whittier
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,Five,Lyndale
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Audubon Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Waite Park
Investigative,Traffic Law Enforcement (P),RPT-Report,YES,NO,NO,Unknown,Black,Male,Five,Whittier
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Female,Two,Marcy Holmes
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Five,Lyndale
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Two,Holland
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Two,Marcy Holmes
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,East African,Male,Five,CARAG
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Logan Park
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Other,Male,Five,Whittier
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Four,Camden Industrial
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Two,St. Anthony West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Marcy Holmes
Moving Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,NO,Unknown,White,Female,Four,Hawthorne
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,Linden Hills
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Female,Two,Como
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Two,Mid/City Industrial
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Mid/City Industrial
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Gender Non-Conforming,Two,Mid/City Industrial
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Como
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Como
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Two,Waite Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Waite Park
Moving Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,Two,Nicollet Island/East Bank
Citizen / 9-1-1,Suspicious Person (P),RPT-Report,YES,YES,NO,Black,Black,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Male,One,Cedar Riverside
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,Whittier
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Willard/Hay
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Five,Stevens Square/Loring Heights
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Jordan
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Loring Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown West
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,Four,Jordan
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,Three,Seward
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,Four,Hawthorne
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Black,Black,Male,Four,Hawthorne
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,YES,YES,Unknown,Black,Male,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,McKinley
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Female,Four,Willard/Hay
Investigative,Suspicious Person (P),RPT-Report,YES,NO,NO,Unknown,Black,Female,Five,ECCO
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Male,Two,Beltrami
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,One,Loring Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,Loring Park
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Other,Male,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,One,Downtown West
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,One,North Loop
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,One,Downtown West
Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,Four,Folwell
Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Four,Hawthorne
Citizen / 9-1-1,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Willard/Hay
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Four,Willard/Hay
Equipment Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,Five,Kenwood
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Five,East Isles
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,Two,Sheridan
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,Two,Nicollet Island/East Bank
