X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood
-93.24985487,44.98481016,20824651,20-139645,2020/05/24 19:45:35+00,Check the Welfare ,Yes,THREAT  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,26,Fled on Foot                                                                   ,2,Marcy Holmes
-93.24985487,44.98481016,20833706,20-139645,2020/05/24 19:45:35+00,Check the Welfare ,Yes,THREAT  ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,26,Tensed                                                                         ,2,Marcy Holmes
-93.28539129,44.97915602,20821690,20-139099,2020/05/24 06:38:14+00,Assault in Progress ,Yes,ASLT5   ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Knee,Black,Male,48,Tensed                                                                         ,1,North Loop
-93.28539129,44.97915602,20821918,20-139099,2020/05/24 06:38:14+00,Assault in Progress ,Yes,ASLT5   ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,48,Tensed                                                                         ,1,North Loop
-93.28539129,44.97915602,20825854,20-139099,2020/05/24 06:38:14+00,Assault in Progress ,Yes,ASLT5   ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Black,Male,48,Tensed                                                                         ,1,North Loop
-93.28539129,44.97915602,20833811,20-139099,2020/05/24 06:38:14+00,Assault in Progress ,Yes,ASLT5   ,No,1,PERSON IN CRISIS                                       ,1,Taser,Touch,Black,Male,48,Tensed                                                                         ,1,North Loop
-93.27292145,44.97390086,20835487,20-138566,2020/05/23 19:20:36+00,Disturbance ,Yes,ASLT4   ,No,1,SUBJECT                                                ,1,Bodily Force,Takedown,Black,Female,15,Assaulted Officer                                                              ,1,Downtown West
-93.29495668,45.01313258,20822709,20-137726,2020/05/22 22:54:14+00,Traffic Law Enforcement ,No,MJINMV  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,40,Verbal Non-Compliance                                                          ,4,Jordan
-93.27949587,44.98431023,20822522,20-137621,2020/05/22 21:49:26+00,Suspicious Person ,No,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,26,Fled on Foot                                                                   ,1,North Loop
-93.27949587,44.98431023,20824992,20-137621,2020/05/22 21:49:26+00,Suspicious Person ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,26,Fled on Foot                                                                   ,1,North Loop
-93.27949587,44.98431023,20830570,20-137621,2020/05/22 21:49:26+00,Suspicious Person ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,26,Fled on Foot                                                                   ,1,North Loop
-93.27949587,44.98431023,20834287,20-137621,2020/05/22 21:49:26+00,Suspicious Person ,No,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,26,Fled on Foot                                                                   ,1,North Loop
-93.3016143,44.91038639,20828615,20-137573,2020/05/22 21:06:54+00,Check the Welfare ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Taser,Red Dot,White,Male,20,Fled on Foot                                                                   ,5,Lynnhurst
-93.3016143,44.91038639,20833718,20-137573,2020/05/22 21:06:54+00,Check the Welfare ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,20,Fled on Foot                                                                   ,5,Lynnhurst
-93.3016143,44.91038639,20833919,20-137573,2020/05/22 21:06:54+00,Check the Welfare ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,20,Fled on Foot                                                                   ,5,Lynnhurst
-93.28846746,44.96677907,20821584,20-137365,2020/05/22 18:27:47+00,Check the Welfare ,Yes,OBSTRU  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,36,Other                                                                          ,5,Lowry Hill
-93.28846746,44.96677907,20822416,20-137365,2020/05/22 18:27:47+00,Check the Welfare ,Yes,OBSTRU  ,No,2,ARRESTEE                                               ,1,Taser,Touch,Native American,Male,36,Other                                                                          ,5,Lowry Hill
-93.28846746,44.96677907,20823026,20-137365,2020/05/22 18:27:47+00,Check the Welfare ,Yes,OBSTRU  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,36,Other                                                                          ,5,Lowry Hill
-93.28846746,44.96677907,20823170,20-137365,2020/05/22 18:27:47+00,Check the Welfare ,Yes,OBSTRU  ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,36,Tensed                                                                         ,5,Lowry Hill
-93.28846746,44.96677907,20833823,20-137365,2020/05/22 18:27:47+00,Check the Welfare ,Yes,OBSTRU  ,No,3,ARRESTEE                                               ,1,Taser,Red Dot,Native American,Male,36,Tensed                                                                         ,5,Lowry Hill
-93.25186442,44.94836706,20821692,20-136542,2020/05/21 23:26:24+00,Traffic Law Enforcement ,No,DWI     ,No,2,INVOLVED                                               ,1,Bodily Force,Takedown,Black,Male,48,Other                                                                          ,3,East Phillips
-93.25186442,44.94836706,20821812,20-136542,2020/05/21 23:26:24+00,Traffic Law Enforcement ,No,DWI     ,No,1,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Black,Male,48,Other                                                                          ,3,East Phillips
-93.25186442,44.94836706,20825748,20-136542,2020/05/21 23:26:24+00,Traffic Law Enforcement ,No,DWI     ,No,2,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Black,Male,48,Other                                                                          ,3,East Phillips
-93.25186442,44.94836706,20825853,20-136542,2020/05/21 23:26:24+00,Traffic Law Enforcement ,No,DWI     ,No,1,INVOLVED                                               ,1,Bodily Force,Takedown,Black,Male,48,Other                                                                          ,3,East Phillips
-93.30828599,45.02136805,20834181,20-136095,2020/05/21 17:36:03+00,Attempted Suicide ,Yes,FORCE   ,Yes,1,INVOLVED                                               ,1,Bodily Force,Push Away,White,Female,31,Tensed                                                                         ,4,Folwell
-93.31014991,45.0114392,20824545,20-134708,2020/05/20 15:42:04+00,High Risk Warrant Entry ,No,FINFO   ,No,1,INVOLVED                                               ,5,Bodily Force,Body Weight Pin,Black,Male,19,Other                                                                          ,4,Jordan
-93.28193041,44.89540096,20821917,20-134146,2020/05/20 00:27:14+00,Chase on Foot ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,16,Other                                                                          ,5,Windom
-93.28193041,44.89540096,20828509,20-134146,2020/05/20 00:27:14+00,Chase on Foot ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Black,Male,16,Other                                                                          ,5,Windom
-93.29258044,45.00537597,20830201,20-134045,2020/05/19 22:48:33+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Punch,Native American,Male,40,Assaulted Officer                                                              ,4,Hawthorne
-93.29258044,45.00537597,20834365,20-134045,2020/05/19 22:48:33+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Native American,Male,40,Other                                                                          ,4,Hawthorne
-93.30508688,45.01863661,20823064,20-134024,2020/05/19 22:30:12+00,Suspicious Person ,Yes,OBSTRU  ,No,2,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,20,Tensed                                                                         ,4,Folwell
-93.30508688,45.01863661,20824650,20-134024,2020/05/19 22:30:12+00,Suspicious Person ,Yes,OBSTRU  ,No,2,Citee                                                  ,1,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,20,Tensed                                                                         ,4,Folwell
-93.30508688,45.01863661,20824886,20-134024,2020/05/19 22:30:12+00,Suspicious Person ,Yes,OBSTRU  ,No,2,Citee                                                  ,1,Bodily Force,Takedown,Black,Male,20,Tensed                                                                         ,4,Folwell
-93.30508688,45.01863661,20826301,20-134024,2020/05/19 22:30:12+00,Suspicious Person ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,20,Tensed                                                                         ,4,Folwell
-93.30508688,45.01863661,20833717,20-134024,2020/05/19 22:30:12+00,Suspicious Person ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Takedown,Black,Male,20,Tensed                                                                         ,4,Folwell
-93.31691668,44.89798533,20834024,20-133740,2020/05/19 18:20:16+00,Stabbing ,Yes,DASLT2  ,No,1,ARRESTEE                                               ,1,Bodily Force,Push Away,White,Male,30,Other                                                                          ,5,Armatage
-93.28136228,44.94748259,20821586,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,46,Other                                                                          ,5,Lyndale
-93.28136228,44.94748259,20822603,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Less Lethal,Bean Bag Round,White,Male,46,Other                                                                          ,5,Lyndale
-93.28136228,44.94748259,20825767,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,White,Male,46,Other                                                                          ,5,Lyndale
-93.28136228,44.94748259,20829404,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,46,Tensed                                                                         ,5,Lyndale
-93.28136228,44.94748259,20834286,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Taser,Touch,White,Male,46,Tensed                                                                         ,5,Lyndale
-93.28136228,44.94748259,20834470,20-133391,2020/05/19 12:59:56+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,White,Male,46,Other                                                                          ,5,Lyndale
-93.30317261,44.99925492,20824255,20-133143,2020/05/19 08:12:30+00,Bait Vehicle Auto Theft ,No,BAITV   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,16,Fled on Foot                                                                   ,4,Willard - Hay
-93.30317261,44.99925492,20833545,20-133143,2020/05/19 08:12:30+00,Bait Vehicle Auto Theft ,No,BAITV   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,16,Fled on Foot                                                                   ,4,Willard - Hay
-93.26502839,44.93505872,20821600,20-133062,2020/05/19 03:51:50+00,Disturbance ,Yes,DASTR   ,No,1,ARRESTEE                                               ,1,Taser,Red Dot,White,Male,42,Commission of a Crime                                                          ,3,Central
-93.26502839,44.93505872,20821691,20-133062,2020/05/19 03:51:50+00,Disturbance ,Yes,DASTR   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,42,Commission of a Crime                                                          ,3,Central
-93.26502839,44.93505872,20834364,20-133062,2020/05/19 03:51:50+00,Disturbance ,Yes,DASTR   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,42,Commission of a Crime                                                          ,3,Central
-93.24733737,45.01406587,20822708,20-132751,2020/05/18 20:42:53+00,Suspicious Person ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,28,Tensed                                                                         ,2,Audubon Park
-93.24733737,45.01406587,20833918,20-132751,2020/05/18 20:42:53+00,Suspicious Person ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,White,Male,28,Tensed                                                                         ,2,Audubon Park
-93.27781326,44.96332683,20828258,20-132482,2020/05/18 16:40:00+00,Check the Welfare ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Unknown,Male,42,Tensed                                                                         ,5,Stevens Square - Loring Heights
-93.27781326,44.96332683,20833822,20-132482,2020/05/18 16:40:00+00,Check the Welfare ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Unknown,Male,42,Other                                                                          ,5,Stevens Square - Loring Heights
-93.27781326,44.96332683,20835381,20-132482,2020/05/18 16:40:00+00,Check the Welfare ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Unknown,Male,42,Other                                                                          ,5,Stevens Square - Loring Heights
-93.28052287,44.94834712,20821689,20-132479,2020/05/18 16:38:25+00,Person with a Weapon ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Takedown,Black,Female,24,Tensed                                                                         ,5,Whittier
-93.28052287,44.94834712,20826575,20-132479,2020/05/18 16:38:25+00,Person with a Weapon ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Female,24,Tensed                                                                         ,5,Whittier
-93.27754595,44.89561447,20835486,20-131552,2020/05/17 15:47:22+00,Domestic Abuse-In Progress ,Yes,ASLT5   ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Unknown,not recorded,27,Fled on Foot                                                                   ,5,Windom
-93.27128944,44.97583563,20824991,20-130993,2020/05/16 20:11:54+00,Directed Patrol ,No,NARC    ,No,1,ARRESTEE                                               ,1,Bodily Force,Knee,Black,Male,48,Tensed                                                                         ,1,Downtown West
-93.28798182,44.99858571,20828634,20-130017,2020/05/15 21:37:56+00,Personal Injury Accident ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Slap,Black,Male,48,Other                                                                          ,4,Hawthorne
-93.28798182,44.99858571,20833650,20-130017,2020/05/15 21:37:56+00,Personal Injury Accident ,Yes,OBSTRU  ,No,1,Citee                                                  ,1,Bodily Force,Push Away,Black,Male,48,Other                                                                          ,4,Hawthorne
-93.28798182,44.99858571,20828363,20-129426,2020/05/15 12:58:51+00,Suspicious Person ,No,TRSPAS  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,23,Fled on Foot                                                                   ,4,Hawthorne
-93.28798182,44.99858571,20828528,20-129426,2020/05/15 12:58:51+00,Suspicious Person ,No,TRSPAS  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,23,Fled on Foot                                                                   ,4,Hawthorne
-93.26133886,44.97884803,20821583,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20822415,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,2,ARRESTEE                                               ,1,Bodily Force,Slap,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20822521,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20825766,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,2,ARRESTEE                                               ,1,Bodily Force,Knee,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20825872,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,2,ARRESTEE                                               ,1,Bodily Force,Punch,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20833592,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26133886,44.97884803,20833803,20-129147,2020/05/15 03:06:02+00,Suspicious Person ,No,NARC    ,No,1,ARRESTEE                                               ,1,Bodily Force,Punch,Black,Male,43,Fled on Foot                                                                   ,1,Downtown West
-93.26109707,44.96136352,20825871,20-128550,2020/05/14 17:14:52+00,High Risk Warrant Entry ,No,WEAP    ,No,1,SUSPECT                                                ,4,Bodily Force,Push Away,Black,Female,33,Other                                                                          ,3,Ventura Village
-93.26109707,44.96136352,20833544,20-128550,2020/05/14 17:14:52+00,High Risk Warrant Entry ,No,WEAP    ,No,1,SUSPECT                                                ,4,Improvised Weapon,Firearms As Striking Tool,Black,Female,33,Other                                                                          ,3,Ventura Village
-93.3016898,44.98157771,20830675,20-126740,2020/05/12 22:00:42+00,Traffic Law Enforcement ,No,MJINMV  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,37,Other                                                                          ,4,Harrison
-93.25905282,44.97718506,20821453,20-126089,2020/05/12 11:19:39+00,Customer Trouble ,Yes,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Unknown,Female,33,Assaulted Officer                                                              ,1,Downtown East
-93.25905282,44.97718506,20828633,20-126089,2020/05/12 11:19:39+00,Customer Trouble ,Yes,ASLT4   ,No,1,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,Unknown,Female,33,Assaulted Officer                                                              ,1,Downtown East
-93.29092005,44.96270254,20821347,20-124255,2020/05/10 15:25:48+00,Domestic Abuse-In Progress ,Yes,ASLT4   ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,29,Assaulted Officer                                                              ,5,Lowry Hill East
-93.29092005,44.96270254,20825765,20-124255,2020/05/10 15:25:48+00,Domestic Abuse-In Progress ,Yes,ASLT4   ,Yes,1,ARRESTEE                                               ,1,Improvised Weapon,Other Improvised Weapon,White,Male,29,Assaulted Officer                                                              ,5,Lowry Hill East
-93.28994215,45.02213185,20834025,20-123203,2020/05/09 03:38:03+00,Traffic Law Enforcement ,No,RPLICA  ,No,1,SUSPECT                                                ,1,Bodily Force,Punch,White,Male,41,Tensed                                                                         ,4,McKinley
-93.26311376,45.01054468,20821688,20-120931,2020/05/06 23:58:19+00,Traffic Law Enforcement ,No,VDNCO   ,No,1,ARRESTEE                                               ,1,Taser,Firing Darts,White,Male,26,Fled on Foot                                                                   ,2,Bottineau
-93.28308039,44.93318787,20821452,20-119920,2020/05/06 03:03:48+00,Traffic Law Enforcement ,Yes,STOLMV  ,No,1,ARRESTEE                                               ,2,Bodily Force,Punch,Black,Male,31,Fled on Foot                                                                   ,5,King Field
-93.28308039,44.93318787,20821582,20-119920,2020/05/06 03:03:48+00,Traffic Law Enforcement ,Yes,STOLMV  ,No,1,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,31,Fled on Foot                                                                   ,5,King Field
-93.28308039,44.93318787,20833633,20-119920,2020/05/06 03:03:48+00,Traffic Law Enforcement ,Yes,STOLMV  ,No,1,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,31,Fled on Foot                                                                   ,5,King Field
-93.27157133,44.96848219,20821811,20-119870,2020/05/06 01:35:06+00,Burglary Biz - In Progress ,Yes,BURGB   ,No,1,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,31,Tensed                                                                         ,1,Loring Park
-93.27157133,44.96848219,20823131,20-119870,2020/05/06 01:35:06+00,Burglary Biz - In Progress ,Yes,BURGB   ,No,2,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,31,Commission of a Crime                                                          ,1,Loring Park
-93.27157133,44.96848219,20824885,20-119870,2020/05/06 01:35:06+00,Burglary Biz - In Progress ,Yes,BURGB   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Tensed                                                                         ,1,Loring Park
-93.27157133,44.96848219,20828257,20-119870,2020/05/06 01:35:06+00,Burglary Biz - In Progress ,Yes,BURGB   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,31,Tensed                                                                         ,1,Loring Park
-93.2273475,45.00479846,20822602,20-119429,2020/05/05 17:14:41+00,Theft ,No,SHOPLF  ,No,1,Citee                                                  ,1,Bodily Force,Takedown,Black,Female,16,Fled on Foot                                                                   ,2,Northeast Park
-93.22745195,45.00236304,20821088,20-119295,2020/05/05 14:58:30+00,Theft ,Yes,THEFT   ,No,1,ARRESTEE                                               ,2,Taser,Firing Darts,Black,Male,28,Fled on Foot                                                                   ,2,Northeast Park
-93.27488495,44.97606037,20821687,20-119082,2020/05/05 10:43:21+00,Suspicious Person ,No,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,38,Assaulted Officer                                                              ,1,Downtown West
-93.27488495,44.97606037,20823063,20-119082,2020/05/05 10:43:21+00,Suspicious Person ,No,ASLT4   ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,38,Assaulted Officer                                                              ,1,Downtown West
-93.27488495,44.97606037,20830569,20-119082,2020/05/05 10:43:21+00,Suspicious Person ,No,ASLT4   ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,38,Assaulted Officer                                                              ,1,Downtown West
-93.27657546,44.95642346,20821705,20-118859,2020/05/05 02:00:34+00,Unwanted Person ,Yes,BURGB   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,33,Fled on Foot                                                                   ,5,Whittier
-93.27657546,44.95642346,20831883,20-118859,2020/05/05 02:00:34+00,Unwanted Person ,Yes,BURGB   ,No,1,ARRESTEE                                               ,1,Bodily Force,Punch,Black,Male,33,Fled on Foot                                                                   ,5,Whittier
-93.24740736,44.94922115,20833716,20-118581,2020/05/04 21:13:21+00,Audible Business Alarm ,No,BURGB   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Native American,Male,26,Fled on Foot                                                                   ,3,East Phillips
-93.25030407,44.97016844,20821346,20-117652,2020/05/03 22:50:33+00,Traffic Law Enforcement ,No,FLEEFT  ,No,1,ARRESTEE                                               ,1,Police K9 Bite,Off Lead,Black,Male,14,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.25030407,44.97016844,20822707,20-117652,2020/05/03 22:50:33+00,Traffic Law Enforcement ,No,FLEEFT  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,14,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.25030407,44.97016844,20825747,20-117652,2020/05/03 22:50:33+00,Traffic Law Enforcement ,No,FLEEFT  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,14,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.25030407,44.97016844,20826680,20-117652,2020/05/03 22:50:33+00,Traffic Law Enforcement ,No,FLEEFT  ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,14,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.26640963,44.95821474,20830674,20-117474,2020/05/03 19:40:15+00,Unknown Trouble ,Yes,DISCON  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,27,Verbal Non-Compliance                                                          ,3,Phillips West
-93.31257968,44.93230036,20828527,20-117464,2020/05/03 19:33:37+00,Person with a Weapon ,Yes,THREAT  ,No,1,ARRESTEE                                               ,1,Less Lethal,Bean Bag Round,White,Male,29,Other                                                                          ,5,Linden Hills
-93.28048428,44.95374136,20829382,20-116475,2020/05/02 19:13:17+00,Suspicious Person ,No,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Female,28,Tensed                                                                         ,5,Whittier
-93.28048428,44.95374136,20830306,20-116475,2020/05/02 19:13:17+00,Suspicious Person ,No,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Female,28,Tensed                                                                         ,5,Whittier
-93.26005181,44.95643072,20823025,20-114570,2020/05/01 00:17:57+00,Suspicious Vehicle ,Yes,WEAPKN  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,51,Tensed                                                                         ,3,Midtown Phillips
-93.28682309,44.99913516,20823130,20-114237,2020/04/30 19:24:55+00,Theft ,No,ROBBIZ  ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,27,Commission of a Crime                                                          ,4,Near - North
-93.28682309,44.99913516,20824360,20-114237,2020/04/30 19:24:55+00,Theft ,No,ROBBIZ  ,No,2,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,27,Fled on Foot                                                                   ,4,Near - North
-93.28682309,44.99913516,20825852,20-114237,2020/04/30 19:24:55+00,Theft ,No,ROBBIZ  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,27,Fled on Foot                                                                   ,4,Near - North
-93.28682309,44.99913516,20833649,20-114237,2020/04/30 19:24:55+00,Theft ,No,ROBBIZ  ,No,3,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,27,Commission of a Crime                                                          ,4,Near - North
-93.23569453,44.98175111,20825746,20-113959,2020/04/30 13:57:56+00,Disturbance ,Yes,THREAT  ,No,1,ARRESTEE                                               ,1,Bodily Force,Knee,Black,Male,41,Tensed                                                                         ,2,Marcy Holmes
-93.29411165,45.00538345,20823168,20-113038,2020/04/29 17:50:35+00,Assault in Progress ,Yes,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Unknown,Female,51,Assaulted Officer                                                              ,4,Jordan
-93.29411165,45.00538345,20834023,20-113038,2020/04/29 17:50:35+00,Assault in Progress ,Yes,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Unknown,Female,51,Assaulted Officer                                                              ,4,Jordan
-93.26901292,44.98213658,20826574,20-112884,2020/04/29 15:18:21+00,Unknown Trouble ,Yes,SHOPLF  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Female,25,Commission of a Crime                                                          ,1,Downtown West
-93.26901292,44.98213658,20828362,20-112884,2020/04/29 15:18:21+00,Unknown Trouble ,Yes,SHOPLF  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Female,25,Commission of a Crime                                                          ,1,Downtown West
-93.29871013,45.00777332,20821670,20-112411,2020/04/29 00:53:34+00,Domestic Abuse-In Progress ,Yes,DASTR   ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,20,Fled on Foot                                                                   ,4,Jordan
-93.29871013,45.00777332,20822601,20-112411,2020/04/29 00:53:34+00,Domestic Abuse-In Progress ,Yes,DASTR   ,No,1,ARRESTEE                                               ,1,Bodily Force,Punch,Black,Male,20,Other                                                                          ,4,Jordan
-93.29871013,45.00777332,20833632,20-112411,2020/04/29 00:53:34+00,Domestic Abuse-In Progress ,Yes,DASTR   ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,20,Fled on Foot                                                                   ,4,Jordan
-93.26148689,44.97430032,20824544,20-112068,2020/04/28 18:33:48+00,Officer Needs Help ,No,AOA     ,No,2,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
-93.26148689,44.97430032,20826194,20-112068,2020/04/28 18:33:48+00,Officer Needs Help ,No,AOA     ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,27,Fled on Foot                                                                   ,1,Elliot Park
-93.26148689,44.97430032,20826300,20-112068,2020/04/28 18:33:48+00,Officer Needs Help ,No,AOA     ,No,2,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
-93.26148689,44.97430032,20831988,20-112068,2020/04/28 18:33:48+00,Officer Needs Help ,No,AOA     ,No,2,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
